holeDiameter,rectHeight,rectWidth,itemType,elementType,itemMaterial,cappedUncapped,itemDiameter,itemInsulation,insulationDiameter,supportType,supportThickness,supportDensityId,supportMaterial,fireSide,density.$id,density.id,density.thicknessId,density.thickness,density.minDensity,density.maxDensity,density.distances,fireRate,Y,Y_type
0.3,0.25,0.25,0,1,1,-1,0.1,1022,0.04,FLEXIBLE_WALL,0.12,32,0,0,13,4092,4090,,500,-1,,4,119,6
0.1,0.25,0.25,0,1,1,-1,0.1,1022,0.04,FLEXIBLE_WALL,0.4,32,0,0,13,4092,4090,,500,-1,,4,3,1
0.1,0.25,0.25,0,1,1,-1,0.1,1022,0.04,RIGID_WALL,0.15,10,0,0,13,4092,4090,,500,-1,,,220,20
0.1,0.25,0.35,0,1,1,-1,0.25,1022,0.04,FLEXIBLE_WALL,0.12,32,1,1,13,4092,4090,,500,-1,,3,100,6
0.1,0.2,0.2,0,1,1,-1,0.1,,,FLEXIBLE_WALL,0.15,32,0,0,13,4092,4090,,500,-1,,1,119,6
0.101,0.2,0.2,0,1,1,-1,0.1,,,FLEXIBLE_WALL,0.15,32,1,1,13,4092,4090,,500,-1,,4,3,1
0.102,0.2,0.2,3,1,1,-1,0.1,,,RIGID_WALL,0.12,10,0,0,13,4092,4090,,500,-1,,4,3,1
0.102,0.4,0.4,2,1,1,-1,0.2,,,RIGID_WALL,0.15,10,0,0,13,4092,4090,,500,-1,,4,220,20
0.102,0.25,0.25,0,1,-1,-1,0.11,,,FLEXIBLE_WALL,0.15,30,0,0,13,4092,4090,,500,-1,,4,115,6
0.1,0.25,0.25,0,1,1,-1,0.1,,,FLEXIBLE_WALL,0.12,32,0,0,13,4092,4090,,500,-1,,4,3,1
0.2,0.25,0.25,0,1,1,-1,0.05,,,RIGID_WALL,0.2,10,0,0,13,4092,4090,,500,-1,,1,111,6
0.101,0.25,0.25,0,1,1,-1,0.1,,,RIGID_WALL,0.15,10,0,0,13,4092,4090,,500,-1,,4,106,39
0.1,0.25,0.25,0,1,1,-1,0.1,,,RIGID_WALL,0.12,10,0,0,13,4092,4090,,500,-1,,4,3,1
0.1,0.4,0.4,2,1,1,-1,0.35,,,RIGID_WALL,0.15,10,0,0,13,4092,4090,,500,-1,,4,220,20
0.1,0.4,0.4,0,1,1,-1,0.1,,,CEILING,0.05,17,2,2,13,4092,4090,,500,-1,,1,3,1
0.1,0.8,0.8,2,1,1,-1,0.35,,,RIGID_WALL,0.15,10,0,0,13,4092,4090,,500,-1,,4,220,20
0.1,0.8,0.8,2,1,1,-1,0.35,,,RIGID_WALL,0.2,10,0,0,13,4092,4090,,500,-1,,,119,6
0.1,0.25,0.25,1,4,1,-1,0.021,,,FLEXIBLE_WALL,0.075,31,0,0,13,4092,4090,,500,-1,,4,75,4
0.12,0.25,0.25,0,1,1,-1,0.1,,,RIGID_WALL,0.12,10,0,0,13,4092,4090,,500,-1,,1,106,39
0.1,0.25,0.25,0,1,1,-1,0.1,,,FLEXIBLE_WALL,0.2,32,0,0,13,4092,4090,,500,-1,,4,120,7
0.15,0.25,0.25,0,1,1,-1,0.05,,,RIGID_WALL,0.15,10,0,0,13,4092,4090,,500,-1,,4,107,39
0.1,0.25,0.25,0,1,1,-1,0.1,,,CEILING,0.075,17,2,2,13,4092,4090,,500,-1,,1,3,1
0.1,0.3,0.3,0,1,1,-1,0.1,,,RIGID_WALL,0.2,10,0,0,13,4092,4090,,500,-1,,4,119,6
0.102,0.3,0.3,3,1,1,-1,0.1,,,RIGID_WALL,0.12,10,0,0,13,4092,4090,,500,-1,,4,3,1
0.2,0.3,0.3,0,1,1,-1,0.1,,,RIGID_WALL,0.12,10,0,0,13,4092,4090,,500,-1,,1,3,1
0.06,0.3,0.3,0,1,-1,-1,0.05,,,FLEXIBLE_WALL,0.05,31,0,0,13,4092,4090,,500,-1,,4,120,7
0.06,0.4,0.4,2,1,-1,-1,0.2,,,RIGID_WALL,0.15,10,0,0,13,4092,4090,,500,-1,,4,220,20
0.102,0.4,0.4,3,1,1,-1,0.1,,,RIGID_WALL,0.12,10,0,0,13,4092,4090,,500,-1,,4,3,1
0.1,0.4,0.4,0,1,1,-1,0.1,,,FLEXIBLE_WALL,0.2,32,0,0,13,4092,4090,,500,-1,,4,3,1
0.1,0.35,0.35,0,1,-1,-1,0.11,,,FLEXIBLE_WALL,0.12,32,0,0,13,4092,4090,,500,-1,,4,3,1
0.112,0.35,0.35,0,1,-1,-1,0.11,,,FLEXIBLE_WALL,0.12,32,0,0,13,4092,4090,,500,-1,,4,115,6
0.1,0.35,0.35,0,1,1,-1,0.1,,,RIGID_WALL,0.12,10,0,0,13,4092,4090,,500,-1,,4,119,6
0.2,0.35,0.35,0,1,1,-1,0.099,,,FLEXIBLE_WALL,0.12,32,0,0,13,4092,4090,,500,-1,,4,119,6
0.2,0.25,0.25,0,1,1,-1,0.1,,,FLEXIBLE_WALL,0.05,31,0,0,13,4092,4090,,500,-1,,1,119,6
0.2,0.2,0.2,1,1,-1,-1,0.02666666666666667,,,FLEXIBLE_WALL,0.1,30,0,0,13,4092,4090,,500,-1,,4,150,34
0.2,0.2,0.3,1,4,-1,-1,0.021,,,FLEXIBLE_WALL,0.12,32,0,0,13,4092,4090,,500,-1,,4,28,2
0.102,0.2,0.3,3,4,1,-1,0.1,,,RIGID_WALL,0.12,10,0,0,13,4092,4090,,500,-1,,4,3,1
0.102,0.1,0.1,0,1,1,-1,0.1,,,FLEXIBLE_WALL,0.12,32,0,0,13,4092,4090,,500,-1,,4,119,6
0.102,0.8,0.8,2,1,1,-1,0.35,,,RIGID_WALL,0.15,10,0,0,13,4092,4090,,500,-1,,4,220,20
0.2,0.8,0.8,0,1,1,-1,0.05,,,RIGID_WALL,0.2,10,0,0,13,4092,4090,,500,-1,,1,111,6
0.2,0.3,0.3,0,2,12,-1,0.1,1022,0.02,CEILING,0.05,17,2,2,13,4092,4090,,500,-1,,4,150,34
0.2,0.2,0.2,0,1,1,-1,0.1,1022,0.02,FLEXIBLE_WALL,0.12,32,0,0,13,4092,4090,,500,-1,,4,3,1
0.2,0.2,0.2,0,1,1,-1,0.05,1022,0.02,RIGID_WALL,0.2,10,0,0,13,4092,4090,,500,-1,,1,111,6
0.2,0.25,0.25,0,1,-1,-1,0.11,1022,0.02,RIGID_WALL,0.15,10,0,0,13,4092,4090,,500,-1,,4,115,6
0.2,0.25,0.25,2,1,-1,-1,0.2,1022,0.02,RIGID_WALL,0.12,10,0,0,13,4092,4090,,500,-1,,4,151,10
0.15,0.25,0.25,0,1,1,-1,0.09,1022,0.02,FLEXIBLE_WALL,0.12,32,0,0,13,4092,4090,,500,-1,,4,114,6
0.1,0.25,0.25,0,1,1,-1,0.1,1022,0.02,FLOOR,0.2,33,2,2,10,4089,4087,,500,1599,,4,3,1
0.1,0.25,0.25,0,1,1,-1,0.098,,,FLEXIBLE_WALL,0.12,31,1,1,10,4089,4087,,500,1599,,4,3,1
0.102,0.25,0.25,3,1,1,-1,0.1,,,RIGID_WALL,0.12,10,0,0,10,4089,4087,,500,1599,,4,3,1
0.102,0.25,0.25,3,1,1,-1,0.1,,,RIGID_WALL,0.12,10,0,0,10,4089,4087,,500,1599,,4,3,1
0.1,0.25,0.25,0,1,-1,-1,0.06,1022,0.02,FLEXIBLE_WALL,0.12,32,0,0,10,4089,4087,,500,1599,,4,3,1
0.1,0.25,0.25,2,1,-1,-1,0.2,1022,0.02,RIGID_WALL,0.15,10,0,0,13,4092,4090,,500,-1,,4,220,20
0.2,0.25,0.25,2,1,-1,-1,0.2,1022,0.02,RIGID_WALL,0.12,10,0,0,13,4092,4090,,500,-1,,4,151,10
0.1,0.25,0.25,0,1,1,-1,0.05,1022,0.02,CEILING,0.05,17,2,2,13,4092,4090,,500,-1,,4,3,1
0.2,0.25,0.25,2,1,1,-1,0.2,1022,0.02,RIGID_WALL,0.12,10,0,0,13,4092,4090,,500,-1,,4,151,10
0.2,0.25,0.25,3,1,-1,-1,0.025355339059327374,1,0.005,FLOOR,0.15,33,2,2,12,4091,4087,,2200,-1,,1,3,1
0.35,0.25,0.25,0,2,12,-1,0.1,1022,0.02,FLEXIBLE_WALL,0.1,30,0,0,12,4091,4087,,2200,-1,,4,150,34
0.065,0.25,0.25,0,1,1,-1,0.06,1022,0.02,CEILING,0.05,17,2,2,12,4091,4087,,2200,-1,,4,3,1
0.2,0.25,0.25,0,1,-1,-1,0.1,1022,0.02,FLEXIBLE_WALL,0.2,30,0,0,12,4091,4087,,2200,-1,,1,3,1
0.1,0.25,0.25,0,1,1,-1,0.1,1022,0.02,FLEXIBLE_WALL,0.12,32,0,0,12,4091,4087,,2200,-1,,4,3,1
0.1,0.25,0.25,0,1,1,-1,0.1,1022,0.02,CEILING,0.05,17,2,2,12,4091,4087,,2200,-1,,1,3,1
0.105,0.25,0.25,0,1,-1,-1,0.105,1022,0.02,CEILING,0.05,17,2,2,12,4091,4087,,2200,-1,,4,3,1
0.1,0.25,0.25,0,1,1,-1,0.098,,,FLEXIBLE_WALL,0.12,31,0,0,12,4091,4087,,2200,-1,,4,3,1
0.2,0.25,0.25,0,1,3,U/C,0.17,,,RIGID_WALL,0.12,10,0,0,12,4091,4087,,2200,-1,,1,99,6
0.2,0.25,0.25,0,1,3,U/C,0.17,,,FLEXIBLE_WALL,0.1,30,0,0,12,4091,4087,,2200,-1,,,3,1
0.06,0.25,0.25,0,1,-1,-1,0.05,,,RIGID_WALL,0.12,10,0,0,12,4091,4087,,2200,-1,,4,120,7
0.06,0.25,0.25,0,1,1,-1,0.1,,,FLEXIBLE_WALL,1.0,32,0,0,12,4091,4087,,2200,-1,,4,119,6
0.06,0.25,0.25,0,1,1,-1,0.1,,,FLEXIBLE_WALL,0.2,32,0,0,12,4091,4087,,2200,-1,,4,119,6
0.06,0.25,0.25,0,1,1,-1,0.1,,,RIGID_WALL,0.12,10,0,0,12,4091,4087,,2200,-1,,4,106,39
0.2,0.25,0.25,0,1,1,-1,0.05,,,CEILING,0.05,17,2,2,12,4091,4087,,2200,-1,,1,3,1
0.2,0.2,0.2,1,1,-1,-1,0.02666666666666667,,,FLEXIBLE_WALL,0.1,30,0,0,12,4091,4087,,2200,-1,,4,150,34
0.11,0.2,0.2,3,1,1,-1,0.1,,,FLEXIBLE_WALL,0.12,32,0,0,12,4091,4087,,2200,-1,,4,150,34
0.12,0.2,0.2,0,1,-1,-1,0.12,,,RIGID_WALL,0.14,10,1,1,12,4091,4087,,2200,-1,,4,3,1
0.1,0.2,0.2,0,1,1,-1,0.1,,,RIGID_WALL,0.12,10,0,0,12,4091,4087,,2200,-1,,4,3,1
0.1,0.25,0.35,1,4,1,-1,0.021,,,FLEXIBLE_WALL,0.12,32,0,0,12,4091,4087,,2200,-1,,4,75,4
0.2,0.25,0.35,0,1,1,-1,0.1,,,FLEXIBLE_WALL,0.05,31,0,0,12,4091,4087,,2200,-1,,1,3,1
0.25,0.25,0.35,0,1,1,-1,0.1,,,RIGID_WALL,0.12,10,0,0,12,4091,4087,,2200,-1,,4,3,1
0.25,0.25,0.25,0,1,1,-1,0.1,,,FLEXIBLE_WALL,0.2,32,0,0,12,4091,4087,,2200,-1,,4,3,1
0.25,0.25,0.25,1,4,1,-1,0.021,,,RIGID_WALL,0.12,10,0,0,12,4091,4087,,2200,-1,,1,1759,32
0.25,0.25,0.25,0,1,-1,-1,0.1,,,FLEXIBLE_WALL,0.05,31,0,0,12,4091,4087,,2200,-1,,4,3,1
0.25,0.25,0.25,0,1,-1,-1,0.1,,,RIGID_WALL,0.2,10,0,0,13,4092,4090,,500,-1,,,119,6
0.2,0.25,0.25,0,2,12,-1,0.15,,,RIGID_WALL,0.2,10,0,0,13,4092,4090,,500,-1,,1,212,18
0.2,0.25,0.25,0,1,1,-1,0.05,,,RIGID_WALL,0.2,10,0,0,13,4092,4090,,500,-1,,1,111,6
0.11,0.25,0.25,0,1,-1,-1,0.11,,,RIGID_WALL,0.14,10,1,1,13,4092,4090,,500,-1,,4,3,1
0.11,0.25,0.25,0,1,1,-1,0.1,,,FLEXIBLE_WALL,0.2,32,0,0,13,4092,4090,,500,-1,,4,119,6
0.2,0.25,0.25,0,1,1,-1,0.08,,,RIGID_WALL,0.3,10,0,0,13,4092,4090,,500,-1,,2,113,6
0.1,0.25,0.25,0,1,1,-1,0.1,,,CEILING,0.05,17,2,2,13,4092,4090,,500,-1,,4,3,1
0.101,0.25,0.25,0,1,1,-1,0.1,,,FLEXIBLE_WALL,0.12,32,0,0,13,4092,4090,,500,-1,,4,3,1
0.101,0.25,0.25,0,1,1,-1,0.1,,,CEILING,0.05,17,2,2,13,4092,4090,,500,-1,,4,3,1
0.2,0.25,0.25,2,1,1,-1,0.2,,,RIGID_WALL,0.12,10,0,0,13,4092,4090,,500,-1,,4,151,10
0.2,0.3,0.3,0,1,1,-1,0.1,,,CEILING,0.05,17,2,2,13,4092,4090,,500,-1,,4,3,1
0.2,0.25,0.25,2,1,1,-1,0.1,,,RIGID_WALL,0.12,10,0,0,13,4092,4090,,500,-1,,4,3,1
0.2,0.25,0.25,0,1,1,-1,0.1,,,FLEXIBLE_WALL,0.2,30,0,0,13,4092,4090,,500,-1,,4,119,6
0.2,0.25,0.25,0,1,1,-1,0.095,,,RIGID_WALL,0.12,10,0,0,13,4092,4090,,500,-1,,1,119,6
0.2,0.25,0.25,0,1,1,-1,0.05,,,CEILING,0.05,17,2,2,13,4092,4090,,500,-1,,1,3,1
0.2,0.25,0.25,0,1,1,-1,0.05,,,FLEXIBLE_WALL,0.05,31,0,0,13,4092,4090,,500,-1,,1,3,1
0.1,0.25,0.25,1,1,-1,-1,0.03333333333333333,,,FLEXIBLE_WALL,0.12,32,0,0,13,4092,4090,,500,-1,,4,3,1
0.102,0.25,0.25,3,1,1,-1,0.1,,,RIGID_WALL,0.12,10,0,0,13,4092,4090,,500,-1,,4,3,1
0.101,0.25,0.25,0,1,1,-1,0.1,,,RIGID_WALL,0.15,10,0,0,13,4092,4090,,500,-1,,4,120,7
0.2,0.25,0.25,0,1,1,-1,0.08,,,RIGID_WALL,0.3,10,0,0,13,4092,4090,,500,-1,,2,45,3
0.2,0.2,0.3,1,4,1,-1,0.021,,,RIGID_WALL,0.15,10,0,0,13,4092,4090,,500,-1,,4,28,2
0.2,0.25,0.25,0,1,1,-1,0.1,,,FLEXIBLE_WALL,0.12,31,0,0,13,4092,4090,,500,-1,,4,3,1
0.2,0.25,0.25,0,1,1,-1,0.1,,,FLEXIBLE_WALL,0.3,30,0,0,13,4092,4090,,500,-1,,4,3,1
0.1,0.25,0.25,3,1,1,-1,0.1,,,RIGID_WALL,0.12,10,0,0,13,4092,4090,,500,-1,,4,3,1
0.1,0.2,0.2,0,1,1,-1,0.1,,,FLEXIBLE_WALL,0.15,32,0,0,13,4092,4090,,500,-1,,1,3,1
0.1,0.25,0.25,0,1,1,-1,0.1,,,FLEXIBLE_WALL,0.2,30,0,0,13,4092,4090,,500,-1,,4,119,6
0.1,0.8,0.8,2,1,1,-1,0.35,,,RIGID_WALL,0.15,10,0,0,13,4092,4090,,500,-1,,4,220,20
0.11,0.8,0.8,3,1,1,-1,0.1,,,FLEXIBLE_WALL,0.12,32,0,0,13,4092,4090,,500,-1,,4,3,1
0.1,0.8,0.8,3,1,1,-1,0.1,,,RIGID_WALL,0.12,10,0,0,13,4092,4090,,500,-1,,4,3,1
0.1,0.8,0.8,0,1,1,-1,0.1,,,RIGID_WALL,0.12,10,0,0,13,4092,4090,,500,-1,,4,3,1
0.1,0.4,0.4,0,1,1,-1,0.11,,,FLEXIBLE_WALL,0.12,32,1,1,13,4092,4090,,500,-1,,4,3,1
0.1,0.25,0.25,0,1,1,-1,0.1,,,FLEXIBLE_WALL,0.2,32,0,0,13,4092,4090,,500,-1,,4,119,6
0.1,0.25,0.25,0,1,1,-1,0.1,,,FLEXIBLE_WALL,0.2,32,0,0,13,4092,4090,,500,-1,,4,119,6
0.102,0.25,0.25,3,1,1,-1,0.1,,,RIGID_WALL,0.12,10,0,0,13,4092,4090,,500,-1,,4,3,1
0.2,0.25,0.25,3,1,-1,-1,0.018284271247461896,1,0.005,FLEXIBLE_WALL,0.1,30,0,0,13,4092,4090,,500,-1,,1,3,1
0.1,0.25,0.25,0,1,1,-1,0.1,1,0.005,FLOOR,0.15,33,2,2,10,4089,4087,,500,1599,,4,119,6
0.1,0.2,0.25,0,1,-1,-1,0.1,1,0.005,CEILING,0.05,17,2,2,10,4089,4087,,500,1599,,4,3,1
0.2,0.2,0.25,3,1,-1,-1,0.05,1,0.005,CEILING,0.15,17,2,2,10,4089,4087,,500,1599,,4,3,1
0.2,0.2,0.3,1,4,-1,-1,0.021,1,0.005,RIGID_WALL,0.15,10,0,0,13,4092,4090,,500,-1,,4,75,4
0.2,0.25,0.25,0,1,1,-1,0.1,1,0.005,RIGID_WALL,0.12,10,0,0,13,4092,4090,,500,-1,,1,119,6
0.2,0.25,0.25,0,1,1,-1,0.1,1,0.005,FLEXIBLE_WALL,0.12,32,0,0,13,4092,4090,,500,-1,,4,119,6
0.2,0.25,0.25,0,1,1,-1,0.1,1,0.005,CEILING,0.05,16,2,2,13,4092,4090,,500,-1,,1,3,1
0.2,0.25,0.25,0,1,1,-1,0.1,1,0.005,FLEXIBLE_WALL,0.2,32,0,0,13,4092,4090,,500,-1,,4,119,6
0.12,0.25,0.25,0,1,-1,-1,0.12,1,0.005,RIGID_WALL,0.14,10,1,1,13,4092,4090,,500,-1,,4,1388,6
0.1,0.25,0.25,0,1,1,-1,0.1,1,0.005,FLEXIBLE_WALL,0.2,32,0,0,13,4092,4090,,500,-1,,4,119,6
0.2,0.25,0.25,0,1,1,-1,0.1,1,0.005,RIGID_WALL,0.2,10,0,0,13,4092,4090,,500,-1,,4,119,6
0.101,0.25,0.25,0,1,1,-1,0.1,1,0.005,RIGID_WALL,0.15,10,0,0,13,4092,4090,,500,-1,,4,106,39
0.1,0.25,0.25,0,1,1,-1,0.1,1,0.005,RIGID_WALL,0.12,10,0,0,13,4092,4090,,500,-1,,4,3,1
0.2,0.25,0.25,0,1,1,-1,0.2,1,0.005,CEILING,0.05,17,2,2,13,4092,4090,,500,-1,,4,3,1
0.1,0.25,0.25,0,1,1,-1,0.1,1,0.005,FLEXIBLE_WALL,0.2,32,0,0,13,4092,4090,,500,-1,,4,3,1
0.25,0.25,0.25,0,1,5,-1,0.23,1,0.005,RIGID_WALL,0.12,10,0,0,13,4092,4090,,500,-1,,4,103,7
0.1,0.25,0.25,1,1,-1,-1,0.03333333333333333,1,0.005,RIGID_WALL,0.12,10,0,0,13,4092,4090,,500,-1,,4,3,1
0.1,0.25,0.25,0,1,1,-1,0.1,1,0.005,FLEXIBLE_WALL,0.12,32,0,0,13,4092,4090,,500,-1,,4,119,6
0.3,0.25,0.25,0,2,12,-1,0.05,1022,0.02,FLEXIBLE_WALL,0.12,32,0,0,13,4092,4090,,500,-1,,4,150,34
0.1,0.25,0.25,0,1,1,-1,0.098,,,FLEXIBLE_WALL,0.12,32,0,0,13,4092,4090,,500,-1,,4,3,1
0.1,0.4,0.5,3,1,12,-1,0.15,1022,0.02,FLEXIBLE_WALL,0.125,32,0,0,13,4092,4090,,500,-1,,4,1388,6
0.1,0.25,0.25,0,1,-1,-1,0.11,1022,0.02,FLEXIBLE_WALL,0.05,31,0,0,13,4092,4090,,500,-1,,4,115,6
0.3,0.25,0.25,0,1,1,-1,0.1,1022,0.02,FLEXIBLE_WALL,0.12,32,0,0,13,4092,4090,,500,-1,,4,3,1
0.101,0.25,0.25,0,1,1,-1,0.1,1022,0.02,FLEXIBLE_WALL,0.12,32,0,0,13,4092,4090,,500,-1,,4,120,7
0.101,0.25,0.25,0,1,1,-1,0.05,,,FLEXIBLE_WALL,0.12,32,0,0,13,4092,4090,,500,-1,,4,3,1
0.1,0.25,0.25,0,1,1,-1,0.1,,,FLEXIBLE_WALL,0.05,31,0,0,13,4092,4090,,500,-1,,4,119,6
0.1,0.25,0.35,0,1,-1,-1,0.11,,,FLEXIBLE_WALL,0.12,32,0,0,13,4092,4090,,500,-1,,4,115,6
0.1,0.25,0.25,0,1,1,-1,0.1,,,RIGID_WALL,0.2,10,0,0,13,4092,4090,,500,-1,,4,3,1
0.1,0.25,0.25,0,1,-1,-1,0.11,,,FLEXIBLE_WALL,0.05,31,0,0,13,4092,4090,,500,-1,,4,115,6
0.1,0.25,0.25,0,1,-1,-1,0.11,,,FLEXIBLE_WALL,0.12,32,0,0,13,4092,4090,,500,-1,,4,115,6
0.1,0.25,0.25,0,1,1,-1,0.1,,,CEILING,0.05,17,2,2,13,4092,4090,,500,-1,,4,3,1
0.1,0.25,0.25,3,1,1,-1,0.1,,,RIGID_WALL,0.12,10,0,0,13,4092,4090,,500,-1,,4,3,1
0.1,0.25,0.25,0,1,1,-1,0.1,,,CEILING,0.05,17,2,2,13,4092,4090,,500,-1,,4,3,1
0.1,0.25,0.25,0,1,1,-1,0.1,,,RIGID_WALL,0.12,10,0,0,13,4092,4090,,500,-1,,4,119,6
0.1,0.25,0.25,0,1,1,-1,0.1,,,CEILING,0.05,17,2,2,13,4092,4090,,500,-1,,1,3,1
0.105,0.25,0.25,0,1,-1,-1,0.1,,,CEILING,0.05,17,2,2,13,4092,4090,,500,-1,,4,3,1
0.2,0.25,0.25,0,1,1,-1,0.1,,,RIGID_WALL,0.12,10,0,0,13,4092,4090,,500,-1,,1,119,6
0.1,0.25,0.25,0,1,1,-1,0.1,,,CEILING,0.05,17,2,2,13,4092,4090,,500,-1,,1,3,1
0.15,0.25,0.25,0,1,1,-1,0.09,,,FLEXIBLE_WALL,0.12,32,0,0,13,4092,4090,,500,-1,,4,3,1
0.101,0.25,0.25,0,1,1,-1,0.1,,,RIGID_WALL,0.15,10,0,0,13,4092,4090,,500,-1,,4,1759,32
0.1,0.25,0.25,3,1,1,-1,0.1,,,RIGID_WALL,0.2,10,0,0,13,4092,4090,,500,-1,,1,3,1
0.101,0.25,0.25,0,1,1,-1,0.1,,,RIGID_WALL,0.12,10,0,0,13,4092,4090,,500,-1,,4,120,7
0.101,0.5,0.5,2,1,1,-1,0.1,,,RIGID_WALL,0.2,10,0,0,13,4092,4090,,500,-1,,4,75,4
0.101,0.2,0.3,1,4,1,-1,0.021,,,RIGID_WALL,0.15,10,0,0,13,4092,4090,,500,-1,,4,1759,32
0.105,0.2,0.3,3,4,-1,-1,0.105,,,FLEXIBLE_WALL,0.15,32,1,1,13,4092,4090,,500,-1,,4,3,1
0.105,0.25,0.35,0,2,12,-1,0.1,1022,0.04,FLEXIBLE_WALL,0.12,32,0,0,13,4092,4090,,500,-1,,4,75,4
0.105,0.3,0.3,1,4,12,-1,0.021,1022,0.04,RIGID_WALL,0.12,10,0,0,13,4092,4090,,500,-1,,1,28,2
0.105,0.25,0.25,0,1,-1,-1,0.11,1022,0.04,FLEXIBLE_WALL,0.12,32,0,0,13,4092,4090,,500,-1,,4,115,6
0.112,0.25,0.25,0,1,-1,-1,0.11,1022,0.04,FLEXIBLE_WALL,0.12,32,0,0,13,4092,4090,,500,-1,,4,3,1
0.112,0.25,0.25,0,1,1,-1,0.1,1022,0.04,RIGID_WALL,0.12,10,0,0,13,4092,4090,,500,-1,,4,3,1
0.112,0.4,0.4,2,1,1,-1,0.2,1022,0.04,RIGID_WALL,0.15,10,0,0,13,4092,4090,,500,-1,,4,220,20
0.12,0.4,0.4,0,1,-1,-1,0.12,1022,0.04,RIGID_WALL,0.14,10,1,1,13,4092,4090,,500,-1,,4,3,1
0.2,0.4,0.4,0,2,12,-1,0.15,1022,0.04,RIGID_WALL,0.2,10,0,0,13,4092,4090,,500,-1,,1,212,18
0.2,0.2,0.3,1,4,12,-1,0.021,1022,0.04,FLEXIBLE_WALL,0.1,30,0,0,13,4092,4090,,500,-1,,4,28,2
0.2,0.25,0.25,0,1,1,-1,0.1,1022,0.04,FLEXIBLE_WALL,0.2,32,0,0,13,4092,4090,,500,-1,,4,119,6
0.06,0.25,0.25,0,1,-1,-1,0.05,,,RIGID_WALL,0.15,10,0,0,13,4092,4090,,500,-1,,4,120,7
0.1,0.25,0.25,0,1,1,-1,0.1,,,CEILING,0.05,17,2,2,13,4092,4090,,500,-1,,1,3,1
0.1,0.25,0.25,0,1,1,-1,0.1,,,FLEXIBLE_WALL,0.2,32,0,0,13,4092,4090,,500,-1,,4,3,1
0.3,0.25,0.25,0,2,12,-1,0.05,1022,0.02,FLEXIBLE_WALL,0.12,32,0,0,13,4092,4090,,500,-1,,4,150,34
0.101,0.25,0.25,3,2,1,-1,0.1,1022,0.02,FLEXIBLE_WALL,0.12,32,0,0,13,4092,4090,,500,-1,,4,3,1
0.11,0.25,0.25,3,2,-1,-1,0.014748737341529162,1,0.005,FLEXIBLE_WALL,0.12,32,0,0,13,4092,4090,,500,-1,,4,150,34
0.11,0.25,0.25,2,2,-1,-1,0.1,1,0.005,RIGID_WALL,0.12,10,0,0,13,4092,4090,,500,-1,,4,3,1
0.11,0.2,0.2,0,1,1,-1,0.1,1,0.005,FLEXIBLE_WALL,0.12,32,0,0,13,4092,4090,,500,-1,,4,119,6
0.11,0.3,0.3,1,4,1,-1,50.0,1,0.005,RIGID_WALL,0.12,10,0,0,13,4092,4090,,500,-1,,1,28,2
0.1,0.3,0.3,0,1,1,-1,0.1,1,0.005,CEILING,0.1,17,2,2,13,4092,4090,,500,-1,,1,3,1
0.2,0.3,0.3,0,1,1,-1,0.08,1,0.005,RIGID_WALL,0.3,10,0,0,13,4092,4090,,500,-1,,1,113,6
0.1,0.3,0.3,0,1,1,-1,0.1,1,0.005,FLEXIBLE_WALL,0.12,31,0,0,13,4092,4090,,500,-1,,4,3,1
0.2,0.3,0.3,0,1,1,-1,0.1,1,0.005,RIGID_WALL,0.12,10,0,0,13,4092,4090,,500,-1,,4,3,1
0.15,0.3,0.3,0,1,1,-1,0.09,1,0.005,RIGID_WALL,0.12,10,0,0,13,4092,4090,,500,-1,,4,3,1
0.15,0.3,0.3,0,1,1,-1,0.09,1,0.005,FLEXIBLE_WALL,0.12,32,0,0,13,4092,4090,,500,-1,,,3,1
0.101,0.3,0.3,0,1,1,-1,0.1,1,0.005,FLEXIBLE_WALL,0.12,32,0,0,13,4092,4090,,500,-1,,4,119,6
0.2,0.3,0.3,0,1,1,-1,0.1,1,0.005,RIGID_WALL,0.12,10,0,0,13,4092,4090,,500,-1,,1,3,1
0.1,0.3,0.3,0,1,1,-1,0.1,1,0.005,RIGID_WALL,0.15,10,0,0,13,4092,4090,,500,-1,,4,119,6
0.1,0.3,0.3,0,1,1,-1,0.1,1,0.005,FLEXIBLE_WALL,0.2,31,0,0,13,4092,4090,,500,-1,,4,3,1
0.1,0.25,0.25,0,1,-1,-1,0.11,1,0.005,FLEXIBLE_WALL,0.1,30,0,0,13,4092,4090,,500,-1,,4,3,1
0.102,0.25,0.25,3,1,1,-1,0.1,1,0.005,RIGID_WALL,0.12,10,0,0,13,4092,4090,,500,-1,,4,3,1
0.102,0.25,0.25,3,1,1,-1,0.1,1,0.005,RIGID_WALL,0.2,10,0,0,13,4092,4090,,500,-1,,,1387,6
0.102,0.25,0.25,3,1,1,-1,0.1,1,0.005,RIGID_WALL,0.12,10,0,0,13,4092,4090,,500,-1,,4,3,1
0.102,0.5,0.6,0,1,1,-1,0.1,1,0.005,FLEXIBLE_WALL,0.12,32,0,0,13,4092,4090,,500,-1,,4,119,6
0.2,0.5,0.6,0,1,1,-1,0.1,1,0.005,FLEXIBLE_WALL,0.05,31,0,0,13,4092,4090,,500,-1,,1,3,1
0.3,0.5,0.6,0,2,12,-1,0.05,1022,0.04,FLEXIBLE_WALL,0.12,32,0,0,13,4092,4090,,500,-1,,4,1759,32
